entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_party_short_raw,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_party_short_raw,runnerup_votes,margin_votes,margin_pct,source_id,processing_level,processing_note
IN-AC-2008-west-bengal-1872,west-bengal,2019,KANDI,224371,162901,72.6,SHAFIUL ALAM KHAN (BANU KHAN),parties.IN.INC,INC,79698,48.92,GOUTAM ROY,parties.IN.AITC,AITC,58578,21120,12.96,src-1b7bc1c9d39a,minor,
IN-AC-2008-west-bengal-1873,west-bengal,2019,NAODA,234725,172492,73.49,SAHINA MAMTAZ BEGUM (KHAN),parties.IN.AITC,AITC,82921,48.07,SUNIL KUMAR MONDAL,parties.IN.INC,INC,49099,33822,19.61,src-1b7bc1c9d39a,minor,
IN-AC-2008-west-bengal-1960,west-bengal,2019,DARJEELING,234997,142655,60.71,NEERAJ TAMANG ZIMBA,parties.IN.BJP,BJP,88161,61.8,BINOY TAMANG,parties.IN.IND,IND,41623,46538,32.62,src-1b7bc1c9d39a,minor,
IN-AC-2008-west-bengal-2073,west-bengal,2019,HABIBPUR,240071,181239,75.49,JOYEL MURMU,parties.IN.BJP,BJP,92300,50.93,AMAL KISKU,parties.IN.AITC,AITC,61687,30613,16.89,src-1b7bc1c9d39a,minor,
IN-AC-2008-west-bengal-2089,west-bengal,2019,KHARAGPUR SADAR,224338,152959,68.18,PRADIP SARKAR,parties.IN.AITC,AITC,72893,47.66,PREM CHANDRA JHA,parties.IN.BJP,BJP,52040,20853,13.64,src-1b7bc1c9d39a,minor,
IN-AC-2008-west-bengal-2096,west-bengal,2019,KARIMPUR,240769,204805,85.06,BIMALENDU SINHA ROY,parties.IN.AITC,AITC,103278,50.43,JAY PRAKASH MAJUMDAR,parties.IN.BJP,BJP,79368,23910,11.68,src-1b7bc1c9d39a,minor,
IN-AC-2008-west-bengal-2109,west-bengal,2019,ISLAMPUR,203891,146048,71.63,ABDUL KARIM CHOWDHARY,parties.IN.AITC,AITC,77528,53.08,DR. SAUMYAROOP MANDAL,parties.IN.BJP,BJP,56141,21387,14.64,src-1b7bc1c9d39a,minor,
IN-AC-2008-west-bengal-2110,west-bengal,2019,KALIAGANJ,268969,218200,81.12,Tapan Deb Singha,parties.IN.AITC,AITC,97428,44.65,Kamal Chandra Sarkar,parties.IN.BJP,BJP,95014,2414,1.11,src-1b7bc1c9d39a,minor,
IN-AC-2008-west-bengal-2114,west-bengal,2019,KRISHNAGANJ,262893,221068,84.09,ASHIS KUMAR BISWAS,parties.IN.BJP,BJP,117716,53.25,PRAMATHA RANJAN BOSE,parties.IN.AITC,AITC,86850,30866,13.96,src-1b7bc1c9d39a,minor,
IN-AC-2008-west-bengal-2139,west-bengal,2019,ULUBERIA PURBA,220397,178326,80.91,IDRIS ALI,parties.IN.AITC,AITC,81417,45.66,PRATYUSH MANDAL,parties.IN.BJP,BJP,65626,15791,8.86,src-1b7bc1c9d39a,minor,
IN-AC-2008-west-bengal-eci105,west-bengal,2019,BHATPARA,149164,100056,67.08,PAWAN KUMAR SINGH,parties.IN.BJP,BJP,58119,58.09,MADAN MITRA,parties.IN.AITC,AITC,35015,23104,23.09,src-1b7bc1c9d39a,minor,
